42,92,82,8B
42,93,82,8C
42,94,82,8D
42,95,82,8E
42,96,82,8F
42,97,82,90
42,98,82,91
42,99,82,92
42,A1,81,50
42,A2,82,93
42,A3,82,94
42,A4,82,95
42,A5,82,96
42,A6,82,97
42,A7,82,98
42,A8,82,99
42,A9,82,9A
42,C0,81,6F
42,C1,82,60
42,C2,82,61
42,C3,82,62
42,C4,82,63
42,C5,82,64
42,C6,82,65
42,C7,82,66
42,C8,82,67
42,C9,82,68
42,D0,81,70
42,D1,82,69
42,D2,82,6A
42,D3,82,6B
42,D4,82,6C
42,D5,82,6D
42,D6,82,6E
42,D7,82,6F
42,D8,82,70
42,D9,82,71
42,E0,81,90
42,E2,82,72
42,E3,82,73
42,E4,82,74
42,E5,82,75
42,E6,82,76
42,E7,82,77
42,E8,82,78
42,E9,82,79
42,F0,82,4F
42,F1,82,50
42,F2,82,51
42,F3,82,52
42,F4,82,53
42,F5,82,54
42,F6,82,55
42,F7,82,56
42,F8,82,57
42,F9,82,58
43,41,81,42
43,42,81,75
43,43,81,76
43,44,81,41
43,45,81,45
43,46,83,92
43,47,83,40
43,48,83,42
43,49,83,44
43,4A,81,91
43,4B,81,DA
43,4C,81,DB
43,4D,81,DC
43,4E,81,DD
43,4F,81,DE
43,51,83,46
43,52,83,48
43,53,83,83
43,54,83,85
43,55,83,87
43,56,83,62
43,57,83,8E
43,58,81,5B
43,59,83,95
43,5A,83,96
43,5B,81,DF
43,5C,81,E0
43,5D,81,E1
43,5E,81,E2
43,5F,81,E3
43,60,81,E4
43,61,81,E5
43,62,81,E7
43,63,81,E8
43,64,81,B8
43,65,81,B9
43,66,81,BA
43,67,81,BB
43,68,81,BC
43,69,81,BD
43,6A,81,BE
43,6B,81,BF
43,6C,81,C8
43,6D,81,C9
43,6E,81,CB
43,6F,81,CC
43,70,81,CD
43,71,81,CE
43,72,81,F0
43,73,81,F1
43,74,81,F2
43,75,81,F3
43,76,81,F4
43,77,81,F5
43,78,81,F6
43,79,81,F7
43,7A,81,FC
43,7C,84,9F
43,7D,84,A0
43,7E,84,A1
43,7F,84,A2
43,81,83,41
43,82,83,43
43,83,83,45
43,84,83,47
43,85,83,49
43,86,83,4A
43,87,83,4C
43,88,83,4E
43,89,83,50
43,8A,83,52
43,8C,83,54
43,8D,83,56
43,8E,83,58
43,8F,83,5A
43,90,83,5C
43,91,83,5E
43,92,83,60
43,93,83,63
43,94,83,65
43,95,83,67
43,96,83,69
43,97,83,6A
43,98,83,6B
43,99,83,6C
43,9A,83,6D
43,9D,83,6E
43,9E,83,71
43,9F,83,74
43,A1,81,60
43,A2,83,77
43,A3,83,7A
43,A4,83,7D
43,A5,83,7E
43,A6,83,80
43,A7,83,81
43,A8,83,82
43,A9,83,84
43,AA,83,86
43,AC,83,88
43,AD,83,89
43,AE,83,8A
43,AF,83,8B
43,B0,84,A3
43,B1,84,A4
43,B2,84,A5
43,B3,84,A6
43,B4,84,A7
43,B5,84,A8
43,B6,84,A9
43,B7,84,AA
43,B8,84,AB
43,B9,84,AC
43,BA,83,8C
43,BB,83,8D
43,BC,83,8F
43,BD,83,93
43,BE,81,4A
43,BF,81,4B
43,C0,83,4B
43,C1,83,4D
43,C2,83,4F
43,C3,83,51
43,C4,83,53
43,C5,83,55
43,C6,83,57
43,C7,83,59
43,C8,83,5B
43,C9,83,5D
43,CA,83,5F
43,CB,83,61
43,CC,83,64
43,CD,83,66
43,CE,83,68
43,CF,83,6F
43,D0,83,72
43,D1,83,75
43,D2,83,78
43,D3,83,7B
43,D4,83,94
43,D5,83,70
43,D6,83,73
43,D7,83,76
43,D8,83,79
43,D9,83,7C
43,DA,83,90
43,DB,83,91
43,DC,81,52
43,DD,81,53
43,E0,81,5F
43,E1,84,AD
43,E2,84,AE
43,E3,84,AF
43,E4,84,B0
43,E5,84,B1
43,E6,84,B2
43,E7,84,B3
43,E8,84,B4
43,E9,84,B5
43,EA,84,B6
43,EB,84,B7
43,EC,84,B8
43,ED,84,B9
43,EE,84,BA
43,EF,84,BB
43,F0,84,BC
43,F1,84,BD
43,F2,84,BE
44,42,81,77
44,43,81,78
44,44,81,6D
44,45,81,6E
44,46,82,F0
44,47,82,9F
44,48,82,A1
44,49,82,A3
44,4A,81,5C
44,4B,81,7D
44,4C,81,82
44,4D,81,87
44,4E,81,8E
44,50,81,4C
44,51,82,A5
44,52,82,A7
44,53,82,E1
44,54,82,E3
44,55,82,E5
44,56,82,C1
44,57,82,EC
44,5A,81,5D
44,5B,81,56
44,5C,81,57
44,5D,81,58
44,5E,81,59
44,5F,81,5A
44,60,81,4E
44,61,81,65
44,62,81,67
44,63,81,6B
44,64,81,71
44,65,81,73
44,66,81,79
44,67,81,85
44,68,81,88
44,69,81,89
44,6A,81,98
44,6B,81,A6
44,6C,81,A7
44,6D,FA,58
44,6E,FA,59
44,6F,FA,5A
44,70,81,4F
44,71,81,66
44,72,81,68
44,73,81,6C
44,74,81,72
44,75,81,74
44,76,81,7A
44,77,81,86
44,78,81,E6
44,79,81,8A
44,7A,81,7E
44,7B,81,80
44,7C,81,61
44,7D,81,AC
44,7E,81,64
44,7F,81,63
44,81,82,A0
44,82,82,A2
44,83,82,A4
44,84,82,A6
44,85,82,A8
44,86,82,A9
44,87,82,AB
44,88,82,AD
44,89,82,AF
44,8A,82,B1
44,8C,82,B3
44,8D,82,B5
44,8E,82,B7
44,8F,82,B9
44,90,82,BB
44,91,82,BD
44,92,82,BF
44,93,82,C2
44,94,82,C4
44,95,82,C6
44,96,82,C8
44,97,82,C9
44,98,82,CA
44,99,82,CB
44,9A,82,CC
44,9D,82,CD
44,9E,82,D0
44,9F,82,D3
44,A2,82,D6
44,A3,82,D9
44,A4,82,DC
44,A5,82,DD
44,A6,82,DE
44,A7,82,DF
44,A8,82,E0
44,A9,82,E2
44,AA,82,E4
44,AC,82,E6
44,AD,82,E7
44,AE,82,E8
44,AF,82,E9
44,BA,82,EA
44,BB,82,EB
44,BC,82,ED
44,BD,82,F1
44,C0,82,AA
44,C1,82,AC
44,C2,82,AE
44,C3,82,B0
44,C4,82,B2
44,C5,82,B4
44,C6,82,B6
44,C7,82,B8
44,C8,82,BA
44,C9,82,BC
44,CA,82,BE
44,CB,82,C0
44,CC,82,C3
44,CD,82,C5
44,CE,82,C7
44,CF,82,CE
44,D0,82,D1
44,D1,82,D4
44,D2,82,D7
44,D3,82,DA
44,D5,82,CF
44,D6,82,D2
44,D7,82,D5
44,D8,82,D8
44,D9,82,DB
44,DA,82,EE
44,DB,82,EF
44,DC,81,54
44,DD,81,55
44,E0,81,9B
44,E1,81,9C
44,E2,81,A2
44,E3,81,A3
44,E4,81,9D
44,E5,81,99
44,E6,81,9A
44,E7,81,9E
44,E8,81,9F
44,E9,81,A0
44,EA,81,A1
44,EB,81,A4
44,EC,81,A5
44,ED,81,8B
44,EE,81,8C
44,EF,81,8D
44,F0,81,A8
44,F1,81,A9
44,F2,81,AA
44,F3,81,AB
45,41,88,EA
45,42,93,F1
45,43,8E,4F
45,44,8E,6C
45,45,8C,DC
45,46,98,5A
45,47,8E,B5
45,48,94,AA
45,49,8B,E3
45,4A,8F,5C
45,4B,95,53
45,4C,90,E7
45,4D,96,9C
45,4E,89,AD
45,4F,93,73
45,50,93,B9
45,51,95,7B
45,52,8C,A7
45,53,8E,73
45,54,8B,E6
45,55,92,AC
45,56,91,BA
45,57,93,8C
45,58,90,BC
45,59,93,EC
45,5A,96,6B
45,5B,91,E5
45,5C,92,86
45,5D,8F,AC
45,5E,8F,E3
45,5F,89,BA
45,60,94,4E
45,61,8C,8E
45,62,93,FA
45,63,93,63
45,64,8E,71
45,65,8E,52
45,66,96,7B
45,67,90,EC
45,68,93,A1
45,69,96,EC
45,6A,8D,48
45,6B,8B,C6
45,6C,96,D8
45,6D,88,E4
45,6E,98,59
45,6F,93,87
45,70,97,59
45,71,8D,82
45,72,89,AA
45,73,95,76
45,74,8C,B4
45,75,8B,9E
45,76,8D,B2
45,77,90,B3
45,78,8F,BC
45,79,8B,40
45,7A,98,61
45,7B,90,BB
45,7C,92,6A
45,7D,94,FC
45,7E,8B,67
45,7F,8D,E8
45,80,90,CE
45,81,92,4A
45,82,93,64
45,83,92,B7
45,84,8E,A1
45,85,91,F2
45,86,8B,E0
45,87,90,56
45,88,8C,FB
45,89,8B,B4
45,8A,8B,76
45,8B,95,9F
45,8C,8F,8A
45,8D,95,BD
45,8E,93,E0
45,8F,8D,91
45,90,89,BB
45,91,8D,E3
45,92,8B,7B
45,93,90,6C
45,94,8D,EC
45,95,95,94
45,96,90,B4
45,97,8E,9F
45,98,8B,60
45,99,90,B6
45,9A,91,E3
45,9B,8F,6F
45,9C,90,85
45,9D,90,58
45,9E,8C,F5
45,9F,89,C1
45,A0,8D,87
45,A1,90,5F
45,A2,97,D1
45,A3,8F,64
45,A4,8D,73
45,A5,90,4D
45,A6,96,BE
45,A7,8A,43
45,A8,88,C0
45,A9,8D,4B
45,AA,95,DB
45,AB,91,BE
45,AC,95,78
45,AD,8D,5D
45,AE,97,E9
45,AF,91,4F
45,B0,92,6D
45,B1,95,90
45,B2,88,C9
45,B3,8F,BA
45,B4,95,AA
45,B5,8F,9F
45,B6,97,70
45,B7,8D,4C
45,B8,91,A2
45,B9,8B,43
45,BA,90,AC
45,BB,8C,A9
45,BC,97,98
45,BD,89,EF
45,BE,8A,77
45,BF,8A,E2
45,C0,8E,59
45,C1,8A,D4
45,C2,92,6E
45,C3,8E,A9
45,C4,97,C7
45,C5,8A,D6
45,C6,88,A4
45,C7,90,AD
45,C8,94,F6
45,C9,8C,76
45,CA,95,B6
45,CB,8E,E8
45,CC,95,83
45,CD,95,FB
45,CE,8E,96
45,CF,8C,CB
45,D0,95,69
45,D1,8A,EC
45,D2,93,6E
45,D3,8D,4F
45,D4,8C,C3
45,D5,95,D3
45,D6,91,71
45,D7,93,53
45,D8,94,56
45,D9,8F,EA
45,DA,97,6D
45,DB,8F,E9
45,DC,92,C3
45,DD,97,A7
45,DE,93,78
45,DF,8C,DF
45,E0,8D,A1
45,E1,95,46
45,E2,90,DD
45,E3,92,CA
45,E4,93,AE
45,E5,8C,E3
45,E6,93,DE
45,E7,92,E8
45,E8,92,72
45,E9,89,AE
45,EA,95,6C
45,EB,97,9D
45,EC,8D,E2
45,ED,8E,C0
45,EE,89,70
45,EF,93,49
45,F0,8E,69
45,F1,8F,47
45,F2,89,A1
45,F3,96,BC
45,F4,8D,46
45,F5,92,7C
45,F6,94,8E
45,F7,97,CD
45,F8,8C,C9
45,F9,97,74
45,FA,89,68
45,FB,89,69
45,FC,8A,ED
45,FD,8B,CA
45,FE,91,BD
46,41,89,EA
46,42,90,5E
46,43,8C,62
46,44,90,C3
46,45,89,7E
46,46,96,CE
46,47,95,71
46,48,96,4C
46,49,95,BA
46,4A,96,40
46,4B,94,AD
46,4C,90,C2
46,4D,91,9D
46,4E,97,BF
46,4F,92,89
46,50,8E,91
46,51,8E,9E
46,52,95,A8
46,53,8E,D4
46,54,93,BF
46,55,97,76
46,56,91,CE
46,57,92,CB
46,58,8F,48
46,59,94,92
46,5A,89,CD
46,5B,90,A3
46,5C,96,FB
46,5D,97,B2
46,5E,91,A0
46,5F,93,96
46,60,8F,72
46,61,8E,75
46,62,8F,74
46,63,8E,D0
46,64,94,6E
46,65,93,FC
46,66,8C,9A
46,67,8D,AA
46,68,90,99
46,69,90,69
46,6A,8B,BB
46,6B,89,59
46,6C,90,B8
46,6D,93,AF
46,6E,90,AB
46,6F,95,C4
46,70,8E,D2
46,71,8F,95
46,72,8E,7D
46,73,8B,DF
46,74,92,BC
46,75,96,DA
46,76,97,88
46,77,89,E6
46,78,91,8A
46,79,8D,95
46,7A,8A,DB
46,7B,91,44
46,7C,97,52
46,7D,8E,6D
46,7E,91,E6
46,7F,8C,46
46,80,8E,86
46,81,8C,92
46,82,8A,42
46,83,96,46
46,84,93,79
46,85,97,4C
46,86,89,C6
46,87,90,FC
46,88,8C,6F
46,89,92,B2
46,8A,93,56
46,8B,8A,FA
46,8C,92,75
46,8D,90,F3
46,8E,90,C4
46,8F,8E,AE
46,90,8C,60
46,91,96,CA
46,92,8E,ED
46,93,97,41
46,94,8A,4F
46,95,8C,B3
46,96,91,CC
46,97,8E,AD
46,98,8C,E4
46,99,8F,97
46,9A,8D,4E
46,9B,90,A2
46,9C,97,45
46,9D,96,78
46,9E,8D,44
46,9F,8E,99
46,A0,8E,9B
46,A1,8D,7C
46,A2,93,C1
46,A3,8D,E9
46,A4,92,42
46,A5,8C,FC
46,A6,8E,E6
46,A7,93,99
46,A8,92,71
46,A9,89,F1
46,AA,96,E5
46,AB,89,5E
46,AC,94,F5
46,AD,8E,76
46,AE,88,A2
46,AF,95,73
46,B0,90,7B
46,B1,91,53
46,B2,8E,F5
46,B3,91,50
46,B4,94,C2
46,B5,94,D1
46,B6,92,E5
46,B7,8C,BB
46,B8,90,48
46,B9,91,67
46,BA,97,DE
46,BB,8C,F6
46,BC,8D,DE
46,BD,8D,81
46,BE,8F,A4
46,BF,8C,8B
46,C0,95,5C
46,C1,96,EE
46,C2,8A,83
46,C3,8E,84
46,C4,90,A7
46,C5,96,4D
46,C6,8F,C0
46,C7,8E,85
46,C8,8D,47
46,C9,8D,F4
46,CA,94,67
46,CB,88,F5
46,CC,90,94
46,CD,8A,4A
46,CE,8F,80
46,CF,8E,F7
46,D0,94,EF
46,D1,8F,B9
46,D2,8B,AD
46,D3,8C,A4
46,D4,97,46
46,D5,89,46
46,D6,8E,E1
46,D7,8B,65
46,D8,8E,9D
46,D9,89,D4
46,DA,88,F8
46,DB,8B,49
46,DC,8D,72
46,DD,95,CA
46,DE,8F,43
46,DF,89,7A
46,E0,8F,5A
46,E1,96,F2
46,E2,96,D1
46,E3,89,93
46,E4,96,E2
46,E5,89,9C
46,E6,8C,5E
46,E7,90,53
46,E8,93,6F
46,E9,91,81
46,EA,96,F6
46,EB,8D,5F
46,EC,8E,BF
46,ED,96,B1
46,EE,90,F2
46,EF,8F,ED
46,F0,8E,E7
46,F1,8A,EE
46,F2,8A,C7
46,F3,91,D7
46,F4,90,4C
46,F5,8D,C5
46,F6,88,C8
46,F7,89,CC
46,F8,97,54
46,F9,90,D4
46,FA,91,AB
46,FB,8B,4B
46,FC,97,AC
46,FD,90,BD
46,FE,8F,B8
47,41,8F,42
47,42,8F,C6
47,43,89,96
47,44,91,97
47,45,89,EB
47,46,96,96
47,47,93,4E
47,48,8A,DD
47,49,96,E7
47,4A,8A,F2
47,4B,8F,89
47,4C,88,EF
47,4D,91,A5
47,4E,94,E4
47,4F,94,5C
47,50,98,62
47,51,93,8A
47,52,93,5D
47,53,90,9B
47,54,98,41
47,55,91,BC
47,56,96,AF
47,57,8B,8B
47,58,8E,F0
47,59,94,C9
47,5A,89,BF
47,5B,96,9E
47,5C,92,A9
47,5D,95,74
47,5E,8F,F0
47,5F,96,B3
47,60,8D,6C
47,61,8A,79
47,62,8E,E5
47,63,88,D3
47,64,90,ED
47,65,90,D8
47,66,8D,DC
47,67,95,D0
47,68,8D,D7
47,69,8D,CF
47,6A,88,EE
47,6B,95,7A
47,6C,97,A2
47,6D,91,AE
47,6E,8F,CD
47,6F,95,CF
47,70,89,BD
47,71,8D,F7
47,72,94,DE
47,73,8D,B8
47,74,89,76
47,75,94,84
47,76,90,6D
47,77,90,5B
47,78,91,E4
47,79,92,B9
47,7A,92,DF
47,7B,8E,78
47,7C,90,AE
47,7D,8A,70
47,7E,89,C3
47,7F,96,A1
47,80,89,71
47,81,8B,63
47,82,88,B3
47,83,97,A6
47,84,98,48
47,85,89,CE
47,86,95,8C
47,87,8B,50
47,88,93,5F
47,89,97,5E
47,8A,8C,B8
47,8B,94,A8
47,8C,8B,E2
47,8D,8B,F3
47,8E,8C,F0
47,8F,89,48
47,90,94,BC
47,91,8E,FB
47,92,89,9B
47,93,91,8D
47,94,8B,4C
47,95,90,B0
47,96,8D,5C
47,97,8D,DB
47,98,94,7E
47,99,88,F3
47,9A,8C,BE
47,9B,8C,49
47,9C,90,67
47,9D,8F,91
47,9E,8D,8E
47,9F,91,66
47,A0,8F,57
47,A1,90,DF
47,A2,90,E6
47,A3,91,EA
47,A4,8C,88
47,A5,8B,B3
47,A6,8F,83
47,A7,8E,C4
47,A8,90,DA
47,A9,90,AF
47,AA,92,85
47,AB,97,AF
47,AC,89,66
47,AD,8C,C8
47,AE,8A,45
47,AF,8B,EF
47,B0,8C,68
47,B1,8C,51
47,B2,8F,87
47,B3,8B,A4
47,B4,8A,88
47,B5,97,CA
47,B6,8E,77
47,B7,89,F0
47,B8,8E,BA
47,B9,89,CA
47,BA,8A,65
47,BB,96,5D
47,BC,96,68
47,BD,96,F1
47,BE,8C,9B
47,BF,97,7A
47,C0,8B,54
47,C1,90,7D
47,C2,97,5C
47,C3,90,46
47,C4,90,C5
47,C5,90,41
47,C6,89,C2
47,C7,8D,50
47,C8,88,CA
47,C9,93,54
47,CA,95,4B
47,CB,91,B1
47,CC,8B,7D
47,CD,8D,DD
47,CE,8A,5F
47,CF,8C,4E
47,D0,89,84
47,D1,93,88
47,D2,8A,E9
47,D3,93,C8
47,D4,95,9E
47,D5,94,4D
47,D6,8A,84
47,D7,8B,A6
47,D8,95,E0
47,D9,8E,6A
47,DA,97,44
47,DB,8D,D6
47,DC,96,5B
47,DD,8F,40
47,DE,8A,69
47,DF,92,43
47,E0,8A,7D
47,E1,89,80
47,E2,8F,94
47,E3,98,65
47,E4,8C,5B
47,E5,8C,AB
47,E6,96,ED
47,E7,95,97
47,E8,93,BE
47,E9,88,D5
47,EA,91,C5
47,EB,93,AA
47,EC,88,AE
47,ED,92,69
47,EE,90,A8
47,EF,91,52
47,F0,92,63
47,F1,8A,7A
47,F2,97,8E
47,F3,94,7A
47,F4,92,F6
47,F5,92,D2
47,F6,8C,E1
47,F7,8A,B4
47,F8,8A,B0
47,F9,94,BD
47,FA,96,AB
47,FB,8E,F9
47,FC,8C,B9
47,FD,89,AB
47,FE,91,E8
48,41,8D,9E
48,42,91,90
48,43,8E,5A
48,44,90,B7
48,45,94,5F
48,46,93,DF
48,47,8F,C8
48,48,97,6C
48,49,93,61
48,4A,8F,AD
48,4B,89,EE
48,4C,8E,F3
48,4D,89,B9
48,4E,95,D2
48,4F,88,CF
48,50,8F,AF
48,51,8C,57
48,52,8F,F3
48,53,8E,A6
48,54,93,58
48,55,95,51
48,56,8A,94
48,57,8E,A0
48,58,97,9C
48,59,93,EA
48,5A,89,45
48,5B,8D,B6
48,5C,8B,79
48,5D,91,49
48,5E,8B,8F
48,5F,8F,EE
48,60,97,FB
48,61,92,59
48,62,8A,D9
48,63,8D,7A
48,64,96,CD
48,65,8E,EA
48,66,90,D1
48,67,88,9F
48,68,91,40
48,69,92,87
48,6A,93,68
48,6B,8F,C1
48,6C,8F,70
48,6D,8C,9F
48,6E,98,4E
48,6F,91,EE
48,70,8C,F7
48,71,8F,AE
48,72,96,66
48,73,89,78
48,74,8E,89
48,75,8E,C2
48,76,89,C0
48,77,96,61
48,78,95,79
48,79,8C,4B
48,7A,8A,6D
48,7B,96,71
48,7C,95,C0
48,7D,92,6C
48,7E,8A,CF
48,7F,8B,4D
48,80,88,DB
48,81,93,9D
48,82,8F,68
48,83,97,BC
48,84,93,9C
48,85,90,65
48,86,98,5E
48,87,90,9F
48,88,8E,7B
48,89,97,65
48,8A,94,F2
48,8B,8B,C7
48,8C,97,53
48,8D,89,DF
48,8E,8E,81
48,8F,89,FC
48,90,94,D5
48,91,90,CF
48,92,8F,61
48,93,8A,AA
48,94,8F,7E
48,95,89,9E
48,96,91,88
48,97,8C,52
48,98,91,95
48,99,8E,5F
48,9A,90,44
48,9B,90,F5
48,9C,92,E9
48,9D,96,C8
48,9E,95,B2
48,9F,8D,71
48,A0,8D,62
48,A1,8E,FC
48,A2,90,E5
48,A3,91,D2
48,A4,92,E1
48,A5,97,CE
48,A6,8C,79
48,A7,96,83
48,A8,8C,63
48,A9,98,4A
48,AA,88,E9
48,AB,92,4F
48,AC,88,E7
48,AD,8C,C0
48,AE,93,B1
48,AF,95,FA
48,B0,8D,57
48,B1,8D,C0
48,B2,8C,8F
48,B3,91,7A
48,B4,8C,B1
48,B5,8E,64
48,B6,8E,67
48,B7,97,D6
48,B8,8A,E7
48,B9,94,D4
48,BA,92,A3
48,BB,95,B7
48,BC,8B,9F
48,BD,93,92
48,BE,97,6E
48,BF,8D,5A
48,C0,93,BA
48,C1,92,92
48,C2,97,5A
48,C3,96,F5
48,C4,8E,CA
48,C5,8A,AE
48,C6,8D,60
48,C7,92,62
48,C8,96,E9
48,C9,8F,5B
48,CA,97,B4
48,CB,8D,6A
48,CC,95,48
48,CD,91,AC
48,CE,95,D7
48,CF,8D,FC
48,D0,8B,4E
48,D1,96,80
48,D2,8E,51
48,D3,89,63
48,D4,95,E4
48,D5,90,84
48,D6,95,D4
48,D7,90,45
48,D8,8E,7E
48,D9,93,60
48,DA,8A,B2
48,DB,8B,85
48,DC,8C,A0
48,DD,93,57
48,DE,94,A6
48,DF,8A,8B
48,E0,92,EB
48,E1,94,F1
48,E2,8D,86
48,E3,92,50
48,E4,8D,CE
48,E5,8A,67
48,E6,8F,88
48,E7,8C,EA
48,E8,8D,F0
48,E9,88,E6
48,EA,95,A3
48,EB,8D,C4
48,EC,93,AD
48,ED,89,C8
48,EE,8B,9B
48,EF,92,5B
48,F0,93,72
48,F1,88,C4
48,F2,8E,9A
48,F3,98,5F
48,F4,8C,93
48,F5,96,94
48,F6,90,55
48,F7,8B,5A
48,F8,93,4F
48,F9,8E,44
48,FA,8C,6E
48,FB,8F,5D
48,FC,97,E2
48,FD,91,D4
48,FE,95,F4
49,41,8E,B8
49,42,8C,FA
49,43,91,A4
49,44,92,8D
49,45,91,AA
49,46,8D,A0
49,47,8F,E6
49,48,8E,8E
49,49,92,D8
49,4A,94,8B
49,4B,93,7D
49,4C,8B,44
49,4D,95,F3
49,4E,8B,B1
49,4F,94,F3
49,50,89,B7
49,51,95,7E
49,52,90,E0
49,53,8C,7C
49,54,8D,90
49,55,97,F0
49,56,94,CA
49,57,8F,FC
49,58,97,E7
49,59,8F,AB
49,5A,93,EF
49,5B,8D,BB
49,5C,94,BB
49,5D,96,F0
49,5E,89,65
49,5F,91,5D
49,60,91,D1
49,61,97,A4
49,62,8A,99
49,63,92,6B
49,64,8F,B2
49,65,88,AB
49,66,95,57
49,67,90,5C
49,68,8A,51
49,69,95,EA
49,6A,95,E2
49,6B,96,79
49,6C,90,BA
49,6D,8F,9C
49,6E,8D,F9
49,6F,95,77
49,70,8A,A3
49,71,8B,A3
49,72,8E,C5
49,73,8B,8D
49,74,94,83
49,75,88,DA
49,76,8F,C9
49,77,92,83
49,78,8C,F8
49,79,97,7B
49,7A,8C,4D
49,7B,94,EC
49,7C,8C,AA
49,7D,98,46
49,7E,89,C4
49,7F,93,B0
49,80,94,90
49,81,95,A5
49,82,8B,41
49,83,8F,C4
49,84,97,B0
49,85,98,56
49,86,8B,86
49,87,90,52
49,88,90,6A
49,89,92,66
49,8A,8E,CB
49,8B,8D,B7
49,8C,97,92
49,8D,90,DC
49,8E,91,CF
49,8F,90,E9
49,90,8E,6E
49,91,97,A5
49,92,8E,63
49,93,8C,69
49,94,8F,DB
49,95,8B,BD
49,96,91,EC
49,97,97,A3
49,98,8C,4F
49,99,8E,80
49,9A,8D,6B
49,9B,91,80
49,9C,97,BA
49,9D,89,5D
49,9E,8C,53
49,9F,8B,CE
49,A0,8B,81
49,A1,8A,D1
49,A2,8A,AF
49,A3,8D,C8
49,A4,97,A0
49,A5,8A,E1
49,A6,94,8C
49,A7,97,71
49,A8,92,7A
49,A9,8A,4B
49,AA,8A,B7
49,AB,8C,6A
49,AC,89,77
49,AD,8A,81
49,AE,8B,CF
49,AF,8D,E0
49,B0,96,BD
49,B1,89,A4
49,B2,8A,97
49,B3,88,E8
49,B4,96,81
49,B5,8F,CE
49,B6,8B,C8
49,B7,8B,C9
49,B8,95,F1
49,B9,92,F1
49,BA,8F,D8
49,BB,90,E1
49,BC,88,E1
49,BD,8D,D9
49,BE,8E,F1
49,BF,95,61
49,C0,8B,CB
49,C1,97,5D
49,C2,8A,A2
49,C3,97,DF
49,C4,90,81
49,C5,92,96
49,C6,96,A2
49,C7,8D,84
49,C8,95,89
49,C9,94,BA
49,CA,8B,56
49,CB,8A,DC
49,CC,93,4B
49,CD,96,98
49,CE,90,4B
49,CF,8A,DE
49,D0,93,9A
49,D1,92,C7
49,D2,93,A2
49,D3,8F,E4
49,D4,89,94
49,D5,94,52
