45,8C,AB,EC
45,8D,AB,ED
45,8E,AB,EE
45,8F,AB,EF
45,90,AB,F0
45,91,AB,F1
45,92,AB,F2
45,93,AB,F3
45,94,AB,F4
45,95,AB,F5
45,96,AB,F6
46,41,A5,A1
46,42,A5,A2
46,43,A5,A3
46,44,A5,A4
46,45,A5,A5
46,46,A5,A6
46,47,A5,A7
46,48,A5,A8
46,49,A5,A9
46,4A,A5,AA
46,50,A5,B0
46,51,A5,B1
46,52,A5,B2
46,53,A5,B3
46,54,A5,B4
46,55,A5,B5
46,56,A5,B6
46,57,A5,B7
46,58,A5,B8
46,59,A5,B9
46,61,A5,C1
46,62,A5,C2
46,63,A5,C3
46,64,A5,C4
46,65,A5,C5
46,66,A5,C6
46,67,A5,C7
46,68,A5,C8
46,69,A5,C9
46,6A,A5,CA
46,6B,A5,CB
46,6C,A5,CC
46,6D,A5,CD
46,6E,A5,CE
46,6F,A5,CF
46,70,A5,D0
46,71,A5,D1
46,72,A5,D2
46,73,A5,D3
46,74,A5,D4
46,75,A5,D5
46,76,A5,D6
46,77,A5,D7
46,78,A5,D8
46,81,A5,E1
46,82,A5,E2
46,83,A5,E3
46,84,A5,E4
46,85,A5,E5
46,86,A5,E6
46,87,A5,E7
46,88,A5,E8
46,89,A5,E9
46,8A,A5,EA
46,8B,A5,EB
46,8C,A5,EC
46,8D,A5,ED
46,8E,A5,EE
46,8F,A5,EF
46,90,A5,F0
46,91,A5,F1
46,92,A5,F2
46,93,A5,F3
46,94,A5,F4
46,95,A5,F5
46,96,A5,F6
46,97,A5,F7
46,98,A5,F8
47,41,A6,A1
47,42,A6,A2
47,43,A6,A3
47,44,A6,A4
47,45,A6,A5
47,46,A6,A6
47,47,A6,A7
47,48,A6,A8
47,49,A6,A9
47,4A,A6,AA
47,4B,A6,AB
47,4C,A6,AC
47,4D,A6,AD
47,4E,A6,AE
47,4F,A6,AF
47,50,A6,B0
47,51,A6,B1
47,52,A6,B2
47,53,A6,B3
47,54,A6,B4
47,55,A6,B5
47,56,A6,B6
47,57,A6,B7
47,58,A6,B8
47,59,A6,B9
47,5A,A6,BA
47,5B,A6,BB
47,5C,A6,BC
47,5D,A6,BD
47,5E,A6,BE
47,5F,A6,BF
47,60,A6,C0
47,61,A6,C1
47,62,A6,C2
47,63,A6,C3
47,64,A6,C4
47,65,A6,C5
47,66,A6,C6
47,67,A6,C7
47,68,A6,C8
47,69,A6,C9
47,6A,A6,CA
47,6B,A6,CB
47,6C,A6,CC
47,6D,A6,CD
47,6E,A6,CE
47,6F,A6,CF
47,70,A6,D0
47,71,A6,D1
47,72,A6,D2
47,73,A6,D3
47,74,A6,D4
47,75,A6,D5
47,76,A6,D6
47,77,A6,D7
47,78,A6,D8
47,79,A6,D9
47,7A,A6,DA
47,7B,A6,DB
47,7C,A6,DC
47,7D,A6,DD
47,7E,A6,DE
47,7F,A6,DF
47,80,A6,E0
47,81,A6,E1
47,82,A6,E2
47,83,A6,E3
47,84,A6,E4
48,41,A7,A1
48,42,A7,A5
48,43,A7,A7
48,44,A7,A8
48,45,A7,A9
48,46,A7,AA
48,47,A7,AB
48,48,A7,AC
48,49,A7,AD
48,4A,A7,B1
48,4B,A7,B2
48,4C,A7,B3
48,4D,A7,B4
48,4E,A7,B5
48,4F,A7,B6
48,50,A7,B9
48,51,A7,BA
48,52,A7,BB
48,53,A7,BC
48,54,A7,BD
48,55,A7,BE
48,56,A7,BF
48,57,A7,C0
48,58,A7,C1
48,59,A7,C2
48,5A,A7,C3
48,5B,A7,C4
48,5C,A7,C5
48,5D,A7,C6
48,5E,A7,C7
48,5F,A7,C8
48,60,A7,C9
48,61,A7,CA
48,62,A7,CB
48,63,A7,CC
48,64,A7,CD
48,65,A7,CE
48,66,A7,CF
48,67,A7,D0
48,68,A7,D1
48,69,A7,D2
48,6A,A7,D3
48,6B,A7,D4
48,6C,A7,D5
48,6D,A7,D6
48,6E,A7,D7
48,6F,A7,D8
48,70,A7,D9
48,71,A7,DA
48,72,A7,DB
48,73,A7,DC
48,74,A7,DD
48,75,A7,DE
48,76,A7,DF
48,77,A7,E0
48,78,A7,E1
48,79,A7,E2
48,7A,A7,E3
48,7B,A7,E4
48,7C,A7,E5
48,7D,A7,E6
48,7E,A7,E7
48,7F,A7,E8
48,80,A7,E9
48,81,A7,EA
48,82,A7,EB
48,83,A7,EC
48,84,A7,ED
48,85,A7,EE
48,86,A7,EF
49,41,A1,F0
49,42,A1,F1
49,43,A1,F2
49,44,A1,F3
49,45,A1,F4
49,46,A1,F5
49,47,A1,F6
49,48,A1,F7
49,49,A1,F8
49,4A,A1,F9
49,4B,A1,FA
49,4C,A1,FB
49,4D,A1,FC
49,4E,A1,FD
49,4F,A2,A1
49,50,A2,A2
49,51,A2,A3
49,52,A2,A4
49,53,A2,A5
49,54,A2,A6
49,55,A2,A7
49,56,A2,A8
49,57,A2,A9
49,58,A2,AA
49,59,A2,AB
49,5A,A2,AC
49,5B,A2,AD
49,5C,A2,AE
49,5D,A2,AF
49,5E,A2,B0
49,5F,A2,B1
49,60,A2,B2
49,61,A2,B3
49,62,A2,B4
49,63,A2,B5
49,64,A2,B6
49,65,A2,B7
49,66,A2,B8
49,67,A2,B9
49,68,A2,BA
49,69,A2,BB
49,6A,A2,BC
49,6B,A2,BD
49,6C,A2,BE
49,6D,A2,BF
49,6E,A2,C0
49,6F,A2,C1
49,70,A2,C2
49,71,A2,C3
49,72,A2,C4
49,73,A2,C5
49,74,A2,C6
49,75,A2,C7
49,76,A2,C8
49,77,A2,C9
49,78,A2,CA
49,79,A2,CB
49,7A,A2,CC
49,7B,A2,CD
49,7C,A2,CE
49,7D,A2,CF
49,7E,A2,D0
49,7F,A2,D1
49,80,A2,D2
49,81,A2,D3
49,82,A2,D4
49,83,A2,D5
49,84,A2,D6
49,85,A2,D7
49,86,A2,D8
49,87,A2,D9
49,88,A2,DA
49,89,A2,DB
49,8A,A2,DC
49,8B,A2,DD
49,8C,A2,DE
49,8D,A2,DF
49,8E,A2,E0
49,8F,A2,E1
49,90,A2,E2
49,91,A2,E3
49,92,A2,E4
49,93,A2,E5
49,95,A2,E6
49,96,A2,E7
4A,41,AC,A1
4A,42,AC,A2
4A,43,AC,A3
4A,44,AC,A4
4A,45,AC,A5
4A,46,AC,A6
4A,47,AC,A7
4A,48,AC,A8
4A,49,AC,A9
4A,4A,AC,AA
4A,4B,AC,AB
4A,4C,AC,AC
4A,4D,AC,AD
4A,4E,AC,AE
4A,4F,AC,AF
4A,50,AC,B0
4A,51,AC,B1
4A,52,AC,B2
4A,53,AC,B3
4A,54,AC,B4
4A,55,AC,B5
4A,56,AC,B6
4A,57,AC,B7
4A,58,AC,B8
4A,59,AC,B9
4A,5A,AC,BA
4A,5B,AC,BB
4A,5C,AC,BC
4A,5D,AC,BD
4A,5E,AC,BE
4A,5F,AC,BF
4A,60,AC,C0
4A,61,AC,C1
4A,62,AC,D1
4A,63,AC,D2
4A,64,AC,D3
4A,65,AC,D4
4A,66,AC,D5
4A,67,AC,D6
4A,68,AC,D7
4A,69,AC,D8
4A,6A,AC,D9
4A,6B,AC,DA
4A,6C,AC,DB
4A,6D,AC,DC
4A,6E,AC,DD
4A,6F,AC,DE
4A,70,AC,DF
4A,71,AC,E0
4A,72,AC,E1
4A,73,AC,E2
4A,74,AC,E3
4A,75,AC,E4
4A,76,AC,E5
4A,77,AC,E6
4A,78,AC,E7
4A,79,AC,E8
4A,7A,AC,E9
4A,7B,AC,EA
4A,7C,AC,EB
4A,7D,AC,EC
4A,7E,AC,ED
4A,7F,AC,EE
4A,80,AC,EF
4A,81,AC,F0
4A,82,AC,F1
4B,41,A8,A1
4B,42,A8,A2
4B,43,A8,A3
4B,44,A8,A4
4B,46,A8,A6
4B,48,A8,A8
4B,49,A8,A9
4B,4A,A8,AA
4B,4B,A8,AB
4B,4C,A8,AC
4B,4D,A8,AD
4B,4E,A8,AE
4B,4F,A8,AF
4B,51,A8,B1
4B,52,A8,B2
4B,53,A8,B3
4B,54,A8,B4
4B,55,A8,B5
4B,56,A8,B6
4B,57,A8,B7
4B,58,A8,B8
4B,59,A8,B9
4B,5A,A8,BA
4B,5B,A8,BB
4B,5C,A8,BC
4B,5D,A8,BD
4B,5E,A8,BE
4B,5F,A8,BF
4B,60,A8,C0
4B,61,A8,C1
4B,62,A8,C2
4B,63,A8,C3
4B,64,A8,C4
4B,65,A8,C5
4B,66,A8,C6
4B,67,A8,C7
4B,68,A8,C8
4B,69,A8,C9
4B,6A,A8,CA
4B,6B,A8,CB
4B,6C,A8,CC
4B,6D,A8,CD
4B,6E,A8,CE
4B,6F,A8,CF
4B,70,A8,D0
4B,71,A8,D1
4B,72,A8,D2
4B,73,A8,D3
4B,74,A8,D4
4B,75,A8,D5
4B,76,A8,D6
4B,77,A8,D7
4B,78,A8,D8
4B,79,A8,D9
4B,7A,A8,DA
4B,7B,A8,DB
4B,7C,A8,DC
4B,7D,A8,DD
4B,7E,A8,DE
4B,7F,A8,DF
4B,80,A8,E0
4B,81,A8,E1
4B,82,A8,E2
4B,83,A8,E3
4B,84,A8,E4
4B,85,A8,E5
4B,86,A8,E6
4B,87,A8,E7
4B,88,A8,E8
4B,89,A8,E9
4B,8A,A8,EA
4B,8B,A8,EB
4B,8C,A8,EC
4B,8D,A8,ED
4B,8E,A8,EE
4B,8F,A8,EF
4B,90,A8,F0
4B,91,A8,F1
4B,92,A8,F2
4B,93,A8,F3
4B,94,A8,F4
4B,95,A8,F5
4B,96,A8,F6
4B,97,A8,F7
4B,98,A8,F8
4B,99,A8,F9
4B,9A,A8,FA
4B,9B,A8,FB
4B,9C,A8,FC
4B,9D,A8,FD
4B,9E,A8,FE
4B,A0,A9,A1
4B,A1,A9,A2
4B,A2,A9,A3
4B,A3,A9,A4
4B,A4,A9,A5
4B,A5,A9,A6
4B,A6,A9,A7
4B,A7,A9,A8
4B,A8,A9,A9
4B,A9,A9,AA
4B,AA,A9,AB
4B,AB,A9,AC
4B,AC,A9,AD
4B,AD,A9,AE
4B,AE,A9,AF
4B,AF,A9,B0
4B,B0,A9,B1
4B,B1,A9,B2
4B,B2,A9,B3
4B,B3,A9,B4
4B,B4,A9,B5
4B,B5,A9,B6
4B,B6,A9,B7
4B,B7,A9,B8
4B,B8,A9,B9
4B,B9,A9,BA
4B,BA,A9,BB
4B,BB,A9,BC
4B,BC,A9,BD
4B,BD,A9,BE
4B,BE,A9,BF
4B,BF,A9,C0
4B,C0,A9,C1
4B,C1,A9,C2
4B,C2,A9,C3
4B,C3,A9,C4
4B,C4,A9,C5
4B,C5,A9,C6
4B,C6,A9,C7
4B,C7,A9,C8
4B,C8,A9,C9
4B,C9,A9,CA
4B,CA,A9,CB
4B,CB,A9,CC
4B,CC,A9,CD
4B,CD,A9,CE
4B,CE,A9,CF
4B,CF,A9,D0
4B,D0,A9,D1
4B,D1,A9,D2
4B,D2,A9,D3
4B,D3,A9,D4
4B,D4,A9,D5
4B,D5,A9,D6
4B,D6,A9,D7
4B,D7,A9,D8
4B,D8,A9,D9
4B,D9,A9,DA
4B,DA,A9,DB
4B,DB,A9,DC
4B,DC,A9,DD
4B,DD,A9,DE
4B,DE,A9,DF
4B,DF,A9,E0
4B,E0,A9,E1
4B,E1,A9,E2
4B,E2,A9,E3
4B,E3,A9,E4
4B,E4,A9,E5
4B,E5,A9,E6
4B,E6,A9,E7
4B,E7,A9,E8
4B,E8,A9,E9
4B,E9,A9,EA
4B,EA,A9,EB
4B,EB,A9,EC
4B,EC,A9,ED
4B,ED,A9,EE
4B,EE,A9,EF
4B,EF,A9,F0
4B,F0,A9,F1
4B,F1,A9,F2
4B,F2,A9,F3
4B,F3,A9,F4
4B,F4,A9,F5
4B,F5,A9,F6
4B,F6,A9,F7
4B,F7,A9,F8
4B,F8,A9,F9
4B,F9,A9,FA
4B,FA,A9,FB
4B,FB,A9,FC
4B,FC,A9,FD
4B,FD,A9,FE
50,41,CA,A1
50,42,CA,A2
50,43,CA,A3
50,44,CA,A4
50,45,CA,A5
50,46,CA,A6
50,47,CA,A7
50,48,CA,A8
50,49,CA,A9
50,4A,CA,AA
50,4B,CA,AB
50,4C,CA,AC
50,4D,CA,AF
50,4E,CA,AD
50,4F,CA,B0
50,50,CA,B3
50,51,CA,B4
50,52,CA,B5
50,53,CA,B6
50,54,CA,B7
50,55,CA,B8
50,56,CA,B9
50,57,CA,BA
50,58,CA,BB
50,59,CA,BC
50,5A,CA,BD
50,5B,CA,BE
50,5C,CA,BF
50,5D,CA,C0
50,5F,CA,C1
50,61,CA,C3
50,62,CA,C4
50,63,CA,C5
50,64,CA,C6
50,65,CA,C7
50,66,CA,C8
50,67,CA,CA
50,68,CA,CB
50,69,CA,CC
50,6A,CA,CD
50,6B,CA,CE
50,6C,CA,CF
50,6D,CA,D0
50,6E,CA,D1
50,6F,CA,D2
50,70,CA,D5
50,71,CA,D6
50,72,CA,D7
50,73,CA,D9
50,74,CA,DA
50,75,CA,DB
50,76,CA,DD
50,77,CA,DE
50,78,CA,DC
50,79,CA,DF
50,7A,CA,E0
50,7B,CA,E1
50,7C,CA,E2
50,7D,CA,E3
50,7E,CA,E4
50,7F,CA,E5
50,80,CA,E6
50,81,CA,E8
50,83,CA,E7
50,84,CA,EA
50,85,CA,EB
50,86,CA,EC
50,87,CA,ED
50,88,CA,EE
50,89,CA,EF
50,8A,CA,F0
50,8B,CA,F2
50,8C,CA,F3
50,8D,CA,F4
50,8E,CA,F5
50,8F,CA,F6
50,90,CA,F7
50,91,CA,F8
50,92,CA,FA
50,94,CA,FC
50,95,CA,FE
50,96,CB,A1
50,97,CB,A2
50,98,CB,A3
50,99,CB,A4
50,9A,CB,A5
50,9B,CB,A6
50,9C,CB,AA
50,9D,CB,A7
50,9E,CB,A9
50,9F,CB,AB
50,A0,CB,AC
50,A1,CB,AD
50,A2,CB,AE
50,A3,CB,AF
50,A4,CB,B0
50,A5,CB,B2
50,A6,CB,B5
50,A7,CB,BA
50,A8,CB,B3
50,A9,CB,B7
50,AA,CB,B9
50,AB,CB,BB
50,AC,CB,BC
50,AD,CB,BD
50,AE,CB,BF
50,AF,CB,C0
50,B0,CB,C1
50,B1,CB,C2
50,B2,CB,C4
50,B3,CB,C5
50,B4,CB,C6
50,B5,CB,C7
50,B6,CB,C8
50,B7,CB,C9
50,B8,CB,CA
50,B9,CB,CB
50,BA,CB,CC
50,BB,CB,CD
50,BC,CB,CE
50,BD,CB,CF
50,BE,CB,D2
50,BF,CB,D4
50,C0,CB,D5
50,C1,CB,D6
50,C2,CB,D7
50,C3,CB,D8
50,C4,CB,D9
50,C5,CB,DB
50,C6,CB,DC
50,C7,CB,DD
50,C8,CB,DE
50,C9,CB,DF
50,CA,CB,E0
50,CB,CB,E2
50,CC,CB,E3
50,CD,CB,E1
50,CE,CB,E5
50,CF,CB,E8
50,D0,CB,E7
50,D2,CB,EA
50,D3,CB,EB
50,D4,CB,EC
50,D5,CB,ED
50,D6,CB,EE
50,D7,CB,EF
50,D8,CB,F0
50,D9,CB,F3
50,DA,CB,F4
50,DB,CB,F5
50,DC,CB,F6
50,DD,CB,F7
50,DE,CB,F8
50,DF,CB,F9
50,E0,CB,FB
50,E1,CB,FC
50,E2,CB,FE
50,E3,CC,A1
50,E4,CC,A3
50,E5,CC,A4
50,E6,CC,A5
50,E7,CC,A7
50,E8,CC,A8
50,E9,CC,A9
50,EA,CC,AA
50,EB,CC,AB
50,EC,CC,AC
50,ED,CC,AD
50,EE,CC,AF
50,EF,CC,B0
50,F1,CC,B1
50,F2,CC,B7
50,F3,CC,B2
50,F4,CC,B3
50,F5,CC,B4
50,F6,CC,B5
50,F7,CC,B6
50,F8,CC,B8
50,F9,CC,B9
50,FA,CC,BA
50,FB,CC,BB
50,FC,CC,BE
50,FD,CC,BD
50,FE,CC,BF
51,41,CC,C0
51,42,CC,C1
51,43,CC,C2
51,44,CC,C3
51,45,CC,C4
51,47,CC,C5
51,48,CC,C7
51,49,CC,C8
51,4A,CC,CB
51,4B,CC,CD
51,4C,CC,CE
51,4D,CC,CF
51,4F,CC,D1
51,50,CC,D2
51,51,CC,D3
51,52,CC,D4
51,53,CC,D9
51,55,CC,D6
51,56,CC,D7
51,57,CC,D8
51,58,CC,DA
51,59,CC,DB
51,5B,CC,DC
51,5C,CC,DD
51,5E,CC,DF
51,5F,CC,E1
51,61,CC,E2
51,62,CC,E3
51,63,CC,E4
51,64,CC,E5
51,65,CC,E6
51,66,CC,E7
51,67,CC,E8
51,68,CC,E9
51,69,CC,EA
51,6A,CC,EB
51,6B,CC,EC
51,6C,CC,ED
51,6D,CC,EE
51,6E,CC,EF
51,6F,CC,F0
51,70,CC,F1
51,71,CC,F2
51,72,CC,F3
51,73,CC,F4
51,74,CC,F5
51,75,CC,F6
51,76,CC,F8
51,77,CC,F9
51,78,CC,FA
51,79,CC,FB
51,7A,CC,FC
51,7B,CC,FD
51,7C,CC,FE
51,7D,CD,A2
51,7E,CD,A3
51,7F,CD,A4
51,80,CD,A5
51,82,CD,A6
51,83,CD,A7
51,84,CD,A8
51,85,CD,A9
51,86,CD,AA
51,87,CD,AB
51,88,CD,AD
51,89,CD,AC
51,8B,CD,AE
51,8C,CD,B0
51,8D,CD,AF
51,8E,CD,B1
51,8F,CD,B2
51,90,CD,B3
51,91,CD,B4
51,92,CD,B5
51,93,CD,B7
51,94,CD,B8
51,95,CD,B9
51,96,CD,BA
51,97,CD,BB
51,98,CD,BD
51,9A,CD,BF
51,9B,CD,C0
51,9C,CD,C1
51,9D,CD,CC
51,9F,CD,C3
51,A0,CD,C2
51,A1,CD,C5
51,A2,CD,C6
51,A3,CD,C7
51,A4,CD,C8
51,A5,CD,CB
51,A6,CD,CD
51,A8,CD,CE
51,A9,CD,CF
51,AA,CD,D0
51,AB,CD,D1
51,AC,CD,D2
51,AD,CD,D3
51,AE,CD,D4
51,AF,CD,D5
51,B0,CD,D6
51,B1,CD,D7
51,B2,CD,D8
51,B3,CD,D9
51,B4,CD,DA
51,B5,CD,DB
51,B6,CD,DC
51,B7,CD,DD
51,B8,CD,DE
51,B9,CD,DF
51,BA,CD,E0
51,BB,CD,E1
51,BC,CD,E2
51,BD,CD,E3
51,BE,CD,E5
51,BF,CD,E7
51,C0,CD,E8
51,C1,CD,E9
51,C2,CD,EA
51,C3,CD,EB
51,C4,CD,EC
51,C5,CD,ED
51,C6,CD,EE
51,C7,CD,EF
51,C8,CD,F8
51,C9,CD,F1
51,CA,CD,F0
51,CB,CD,F2
51,CC,CD,F3
51,CD,CD,F4
51,D0,CD,F6
51,D2,CD,FB
51,D3,CD,FC
51,D4,CD,FD
51,D5,CD,FE
51,D6,CE,A1
51,D7,CE,A2
51,D9,CE,A3
51,DA,CE,A4
51,DB,CE,A6
51,DC,CE,A8
51,DD,CE,A9
51,DE,CE,AA
51,DF,CE,AB
51,E0,CE,AC
51,E2,CE,AD
51,E3,CE,AE
51,E4,CE,AF
51,E5,CE,B0
51,E6,CE,B1
51,E7,CE,B2
51,E8,CE,B6
51,E9,CE,B3
51,EA,CE,B4
51,EC,CE,B7
51,ED,CE,B8
51,EE,CE,B9
51,EF,CE,BA
51,F0,CE,BB
51,F1,CE,BC
51,F2,CE,BD
51,F4,CE,BE
51,F5,CE,BF
51,F6,CE,C0
51,F7,CE,C1
51,F8,CE,C3
51,F9,CE,C4
51,FA,CE,C5
51,FB,CE,C6
51,FC,CE,C7
51,FD,CE,C8
51,FE,CE,CA
52,41,CE,CB
52,42,CE,CC
52,43,CE,CD
52,44,CE,CE
52,45,CE,CF
52,46,CE,D0
52,47,CE,D1
52,48,CE,D2
52,49,CE,D3
52,4A,CE,D4
52,4B,CE,D5
52,4C,CE,D6
52,4D,CE,D7
52,4E,CE,D8
52,4F,CE,D9
